data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,avg_positive_polarity,shares
0,0,0,0,0,0,0.52863634,1100
0,0,1,0,0,0,0.3239881,759
0,1,0,0,0,0,0.34984988,829
0,0,1,0,0,0,0.5,945
0,0,0,0,0,1,0.17582645,2600
0,0,0,1,0,0,0.35244218,1600
0,0,0,0,0,0,0.30070347,894
0,0,1,0,0,0,0.3194805,834
0,0,0,0,0,1,0.20551358,1100
0,0,0,0,1,0,0.2602904,4200
0,0,1,0,0,0,0.44333333,842
0,0,0,0,0,0,0.38614717,4900
0,0,0,0,1,0,0.4480565,2700
0,0,1,0,0,0,0.4017316,2500
0,1,0,0,0,0,0.3789502,1600
0,0,1,0,0,0,0.26581204,5000
0,0,1,0,0,0,0.32258296,1000
0,0,0,0,0,1,0.3607824,2000
0,0,0,0,1,0,0.38372254,3300
0,0,0,0,1,0,0.38655302,1600
0,0,0,0,1,0,0.33258066,4900
0,1,0,0,0,0,0.33186868,5900
0,0,0,0,0,1,0.34192857,1400
1,0,0,0,0,0,0.40555555,957
0,0,0,1,0,0,0.31808406,2400
0,1,0,0,0,0,0.45348242,7100
0,1,0,0,0,0,0.38573334,1000
0,0,0,0,0,0,0.28957516,1500
0,1,0,0,0,0,0.5125,3500
0,0,0,0,0,0,0.31691918,548
0,1,0,0,0,0,0.486274,1100
0,1,0,0,0,0,0.34497246,1200
0,0,0,1,0,0,0.6142857,1200
0,1,0,0,0,0,0.30106258,975
0,0,0,0,0,0,0.34851578,1200
0,1,0,0,0,0,0.38993055,692
0,0,0,0,1,0,0.30368382,1700
0,0,0,0,1,0,0.30295575,8500
0,0,0,0,0,1,0.27125803,793
0,0,0,0,1,0,0.3853283,976
0,1,0,0,0,0,0.45377105,1300
0,0,0,0,0,1,0.36517057,878
0,1,0,0,0,0,0.38837534,1500
0,0,0,0,0,0,0.4085165,6000
0,0,0,0,1,0,0.35993266,1000
0,0,0,0,0,0,0.44948718,1400
0,0,0,0,1,0,0.27017045,2500
0,1,0,0,0,0,0.53571427,5600
0,0,0,0,0,1,0.34047848,11900
0,0,0,0,0,1,0.420184,16900
0,0,0,0,0,1,0.2600027,1900
0,1,0,0,0,0,0.3625,775
0,0,0,1,0,0,0.10333333,4600
0,0,0,1,0,0,0.3171286,1900
0,0,0,1,0,0,0.32281384,14400
0,0,1,0,0,0,0.31867132,2400
0,0,0,0,1,0,0.36555555,4900
0,1,0,0,0,0,0.32549062,1900
0,0,0,0,0,0,0.47636053,4600
1,0,0,0,0,0,0.40661156,1400
0,0,0,0,0,0,0.3923077,681
0,0,0,0,1,0,0.41690087,5600
0,0,0,0,0,0,0.36209956,1300
0,0,1,0,0,0,0.37399003,1900
0,0,1,0,0,0,0.47857141,918
1,0,0,0,0,0,0.42427623,1900
0,0,1,0,0,0,0.20923296,1500
0,0,0,1,0,0,0.28392622,1600
0,0,0,0,0,0,0.3772959,1200
0,0,0,0,0,0,0.5694444,2500
0,0,0,0,0,1,0.32358533,2100
0,0,0,0,1,0,0.3218212,4800
0,0,0,0,0,1,0.2227505,1100
0,1,0,0,0,0,0,2300
0,0,0,0,0,1,0.34093615,615
0,0,0,0,0,1,0.39895406,712
0,1,0,0,0,0,0.20656566,1100
1,0,0,0,0,0,0.3316883,10800
0,0,0,0,1,0,0.2962963,1500
0,0,1,0,0,0,0.25642174,1600
0,0,0,0,0,0,0.34660172,5000
0,1,0,0,0,0,0.37492025,695
0,0,0,0,1,0,0.23623876,1100
0,0,0,0,0,1,0.46960008,461
0,0,0,0,1,0,0.44368687,1200
0,1,0,0,0,0,0.4007295,781
0,0,0,0,1,0,0.3039432,2400
0,0,1,0,0,0,0.31669372,563
0,0,1,0,0,0,0.41406476,1300
0,0,0,1,0,0,0.34761906,1700
0,0,0,1,0,0,0.3619697,26900
0,0,0,0,0,0,0.37767857,3500
0,0,0,0,1,0,0.37,2600
0,0,0,0,0,1,0.4375,1600
0,0,0,0,0,1,0.29545453,908
0,0,0,1,0,0,0.2641202,2000
0,1,0,0,0,0,0.42408976,663
0,0,1,0,0,0,0.24761905,588
0,0,0,0,0,1,0.34583333,5400
0,0,0,0,0,1,0.37475896,1200
0,0,1,0,0,0,0.31621522,2400
0,0,0,0,0,0,0.37083334,25000
0,0,0,0,0,0,0.43333334,21600
0,0,0,0,0,1,0.36566806,19900
0,0,0,0,0,0,0.38383117,1700
0,0,0,0,0,0,0.50616884,2100
0,0,0,0,0,0,1,1900
1,0,0,0,0,0,0.39192435,2800
0,0,0,0,1,0,0.42784092,7300
0,0,0,0,0,1,0.34616622,1300
0,1,0,0,0,0,0.48541668,11100
0,0,0,0,1,0,0.34082934,1400
0,0,0,0,0,1,0.46058494,2300
0,1,0,0,0,0,0.6302775,4100
0,1,0,0,0,0,0.382749,2600
0,0,0,0,0,0,0.20863636,550
0,1,0,0,0,0,0.3392819,2700
0,1,0,0,0,0,0.36616737,9000
0,1,0,0,0,0,0.16818182,4000
0,1,0,0,0,0,0.3154712,2100
0,0,0,0,0,1,0.32083333,7700
0,0,0,1,0,0,0.33337834,2000
0,1,0,0,0,0,0.38777056,1200
0,0,0,0,0,0,0.37222221,2100
0,0,0,0,0,0,0.65,1400
0,1,0,0,0,0,0.3327334,2300
0,0,0,0,1,0,0.37,1200
0,1,0,0,0,0,0.5153846,3700
0,0,0,0,0,1,0.30898267,942
0,0,1,0,0,0,0.34817255,1300
0,0,0,0,1,0,0.3435065,5900
0,1,0,0,0,0,0.4170829,1300
0,1,0,0,0,0,0.41824496,6300
0,0,0,0,1,0,0.37166667,1900
0,0,1,0,0,0,0.33958334,5100
0,0,0,0,0,1,0.2186039,21000
0,0,0,0,0,0,0.5251377,2500
1,0,0,0,0,0,0.3025,13500
0,0,1,0,0,0,0.3199732,11900
0,0,0,0,0,0,0.5266414,946
0,0,1,0,0,0,0.31704545,889
0,1,0,0,0,0,0.27281272,1100
0,1,0,0,0,0,0.42909092,4400
0,0,0,0,0,1,0.39933863,620
0,0,1,0,0,0,0.31102756,3300
0,0,0,1,0,0,0.21875902,1100
0,1,0,0,0,0,0.44113636,1000
0,0,1,0,0,0,0.47988635,1200
0,0,0,0,1,0,0.35356644,4800
0,1,0,0,0,0,0.3888889,17900
0,0,0,0,1,0,0.3598485,1800
0,0,0,0,1,0,0.37785268,1000
0,0,0,0,0,1,0.30123016,1200
0,0,0,0,0,1,0.37597403,527
0,0,0,1,0,0,0.29421487,1300
0,1,0,0,0,0,0.3872915,1400
0,0,1,0,0,0,0.5928571,3600
0,0,0,1,0,0,0.4105139,1700
0,0,0,0,1,0,0.34598157,1900
0,0,0,1,0,0,0.36666667,1400
0,1,0,0,0,0,0.3074126,936
0,1,0,0,0,0,0.31746033,612
0,0,1,0,0,0,0.31875,1500
0,0,0,1,0,0,0.262896,37300
0,0,0,0,0,1,0.25071555,921
0,0,1,0,0,0,0.32689393,812
0,0,1,0,0,0,0.43392858,781
0,0,0,1,0,0,0.265,2300
0,0,0,0,1,0,0.43125,2000
0,1,0,0,0,0,0.42752525,4000
0,0,0,0,1,0,0.625,7600
0,0,0,0,0,1,0.32881594,999
0,0,0,0,0,0,0.53333336,3900
0,0,0,0,0,1,0.33568797,785
1,0,0,0,0,0,0.32482123,776
0,0,1,0,0,0,0.2889502,4800
0,0,0,0,1,0,0.3856679,756
0,0,0,1,0,0,0.3444349,2200
0,0,1,0,0,0,0.36410344,1300
0,0,1,0,0,0,0,2000
0,0,1,0,0,0,0.3646584,703
0,0,0,1,0,0,0.3701479,7100
0,0,0,0,0,0,0.5,905
0,0,0,0,1,0,0.37077922,1400
0,0,0,0,0,1,0.44445455,827
0,0,0,0,0,0,0.365,21400
0,0,0,0,1,0,0.3625,975
0,0,0,0,1,0,0.33941078,1500
0,0,0,0,0,0,0.42083332,2900
0,0,0,0,1,0,0.35991734,708
0,0,0,0,0,1,0.20880681,1800
0,1,0,0,0,0,0.45989582,926
0,0,0,1,0,0,0.5,723
0,0,0,1,0,0,0.42727274,2100
0,0,1,0,0,0,0.4031308,2000
0,0,1,0,0,0,0.26997834,3200
0,0,0,0,0,1,0.36225268,833
0,0,0,0,0,0,0.3607143,808
0,0,0,0,0,0,0.48489583,1500
0,1,0,0,0,0,0.4625,595
0,0,0,0,0,1,0.60624427,652
0,1,0,0,0,0,0.58,1300
0,0,0,0,0,1,0.19659092,1100
0,1,0,0,0,0,0.36333334,1300
0,0,0,0,0,0,0.23121212,2200
0,0,0,0,0,1,0.27272728,3300
1,0,0,0,0,0,0.3044361,900
0,1,0,0,0,0,0.3763321,2200
0,0,0,0,1,0,0.45481765,3700
0,1,0,0,0,0,0.33958334,15000
0,0,0,0,0,1,0.41875,3100
0,0,0,0,0,0,0.5031746,1100
0,1,0,0,0,0,0,992
0,1,0,0,0,0,0.52961904,1200
1,0,0,0,0,0,0.3874308,2000
0,0,0,0,0,0,0.43737373,9100
0,0,0,0,0,0,0.27708334,19400
1,0,0,0,0,0,0.42107257,11200
0,1,0,0,0,0,0.43333334,988
0,0,0,0,0,1,0.21845238,3100
1,0,0,0,0,0,0.46101397,1300
0,0,0,0,0,1,0.23125,1600
0,1,0,0,0,0,0.48242423,2400
0,0,1,0,0,0,0.40777716,3200
0,0,0,0,1,0,0.32367423,1400
1,0,0,0,0,0,0.3157408,1200
0,1,0,0,0,0,0.39606643,6700
0,0,0,0,1,0,0.32719353,2300
0,0,0,0,0,1,0.344202,1200
0,0,0,0,0,0,0.22025974,3300
0,0,0,1,0,0,0.44,1100
0,0,0,0,0,1,0.33768195,710
0,0,1,0,0,0,0.37159237,1200
0,0,0,0,0,0,0.39407408,2200
0,1,0,0,0,0,0.4197888,2400
0,0,0,0,0,1,0.487123,1800
0,1,0,0,0,0,0.3916718,2000
0,0,0,0,0,0,0.24829546,2500
0,1,0,0,0,0,0.3159632,16200
0,0,1,0,0,0,0.4622449,2700
0,0,1,0,0,0,0.37758723,5000
0,1,0,0,0,0,0.39609447,729
0,0,1,0,0,0,0.3348485,6800
0,0,0,0,1,0,0.39772728,1100
0,0,0,0,0,0,0.26875,519
1,0,0,0,0,0,0.43333334,659
0,0,1,0,0,0,0.419,2700
0,0,0,0,0,1,0,4100
0,0,0,0,1,0,0.31883118,7400
0,1,0,0,0,0,0.39580694,714
0,0,0,0,0,0,0.5,3100
0,0,0,0,0,1,0.2461039,1800
0,1,0,0,0,0,0.2757009,866
0,0,0,0,1,0,0.3217262,4300
0,0,0,0,1,0,0.36765936,578
0,0,1,0,0,0,0.32707632,1100
0,0,1,0,0,0,0.47,593
0,0,0,0,0,1,0.25805196,2000
0,1,0,0,0,0,0.5179825,420
0,0,1,0,0,0,0.31781328,1200
0,1,0,0,0,0,0.4411633,1000
0,0,0,0,0,1,0.29263392,935
0,0,0,0,0,0,0.52307695,1300
0,1,0,0,0,0,0.28415874,456
0,0,1,0,0,0,0.34918156,1300
0,0,0,0,0,1,0,5000
0,0,0,0,1,0,0.3208754,899
0,0,0,0,0,1,0.32992426,3700
0,0,0,0,1,0,0.3772169,9800
0,1,0,0,0,0,0.4446292,3100
0,0,0,0,1,0,0.41686508,1500
0,1,0,0,0,0,0.42207792,739
1,0,0,0,0,0,0.34195074,1000
0,0,0,0,1,0,0.30661207,2200
0,0,0,0,0,0,0.3,454
0,0,0,0,0,1,0.24018759,960
0,1,0,0,0,0,0.46222222,8600
0,1,0,0,0,0,0.36160713,853
0,1,0,0,0,0,0.74464285,1200
0,0,1,0,0,0,0.34242424,1900
0,0,0,0,1,0,0.31318182,2600
0,1,0,0,0,0,0.3598485,1900
0,0,0,0,0,1,0.4155303,892
0,1,0,0,0,0,0.4468652,958
0,0,0,0,0,1,0.37777779,1800
0,0,0,0,1,0,0.5222222,3100
0,0,0,0,1,0,0.36894923,1400
0,0,0,0,0,1,0.30896464,669
0,0,0,0,1,0,0.2952381,3100
0,1,0,0,0,0,0.515,1200
0,0,0,0,0,1,0.3303872,611
0,0,0,1,0,0,0.3531746,2800
0,0,0,0,0,0,0.46344537,1000
0,0,0,0,0,0,0.6142857,1800
0,0,0,0,0,1,0.38836753,1500
0,1,0,0,0,0,0.3505303,1200
0,1,0,0,0,0,0.3315767,928
0,0,0,0,1,0,0.32132787,917
0,0,0,0,1,0,0.31660354,1100
0,0,0,0,0,1,0.35753608,910
0,0,0,0,0,1,0.4100461,2300
0,0,0,0,0,0,0.42792207,1800
0,0,0,0,1,0,0.33110517,3200
0,0,0,0,0,0,0.27281746,1300
0,0,0,0,1,0,0.31873277,1700
0,0,0,0,1,0,0.35277778,1200
0,1,0,0,0,0,0.34966943,678
0,0,0,1,0,0,0.34303978,6000
0,0,0,0,1,0,0.3499399,722
0,0,1,0,0,0,0.2747159,1000
0,0,0,0,0,1,0.34591374,1100
0,0,0,0,1,0,0.48537415,6200
0,0,0,0,1,0,0.28838384,952
0,0,0,1,0,0,0.44561404,2600
0,1,0,0,0,0,0.36666667,5200
0,0,0,0,1,0,0.28460056,1200
0,0,0,0,1,0,0.34681022,1200
0,0,0,0,0,1,0.28829965,569
0,0,0,0,1,0,0.35261905,893
0,0,1,0,0,0,0.41055194,6400
0,0,0,0,0,1,0.3353157,1200
0,0,0,0,0,0,0.50357145,1500
0,0,0,0,1,0,0.285,840
0,0,0,0,0,0,0.46666667,1100
0,0,0,0,0,1,0.34024817,13000
0,0,0,0,1,0,0.28812388,1400
0,0,0,0,0,0,0.56329966,2300
0,0,1,0,0,0,0.39198104,868
0,0,0,0,1,0,0.35555556,1800
0,0,0,0,1,0,0.37380502,9200
0,1,0,0,0,0,0.64285713,866
0,1,0,0,0,0,0.39495182,12700
0,0,0,0,1,0,0.39672348,2700
0,0,0,0,1,0,0.39692307,2100
0,0,1,0,0,0,0.33449495,3100
0,0,0,0,0,1,0,3100
0,0,1,0,0,0,0.1934659,994
0,0,0,0,0,0,0.48242423,1300
0,0,0,0,0,1,0,1400
0,0,1,0,0,0,0.29848486,2200
0,0,0,0,1,0,0.3809091,2800
0,0,0,0,0,0,0.45858586,2000
0,0,0,0,0,0,0.23,1100
0,0,0,0,0,1,0.413125,2300
0,0,0,0,1,0,0.3659091,1000
0,1,0,0,0,0,0.42386365,1000
0,0,1,0,0,0,0.3647998,1500
0,0,0,1,0,0,0.4001955,1400
0,0,1,0,0,0,0.55,864
0,0,0,0,0,1,0.3642857,11500
0,0,1,0,0,0,0.299223,2700
0,1,0,0,0,0,0.3867886,25000
0,0,0,0,1,0,0.3418728,2500
0,0,0,0,0,0,0.3922609,1900
1,0,0,0,0,0,0.35388592,1000
0,0,0,0,0,0,0.43205127,906
0,0,1,0,0,0,0.42037037,5600
0,0,1,0,0,0,0.28392857,1200
0,0,0,0,1,0,0.31806722,3900
0,1,0,0,0,0,0.3719038,2300
0,1,0,0,0,0,0.40151516,1800
0,0,0,0,0,1,0.26666668,731
0,0,0,1,0,0,0.2992721,3300
1,0,0,0,0,0,0.43691018,21000
0,0,0,0,0,1,0.3220513,2900
0,0,0,0,0,0,0.32947674,14400
0,0,0,0,0,1,0.28029734,794
0,0,0,0,0,0,0.61,1700
0,0,0,0,0,1,0.25637838,1900
0,1,0,0,0,0,0.43216884,14000
0,0,0,0,0,0,0.5714286,15400
0,0,0,0,0,1,0.34125873,705
0,1,0,0,0,0,0.35550007,7900
0,0,0,0,0,0,0.8333333,12400
0,1,0,0,0,0,0.43060607,3400
0,0,1,0,0,0,0.3675177,4600
0,0,0,0,0,1,0.3403409,1400
0,0,0,0,1,0,0.2923119,4300
0,0,0,0,1,0,0.32106888,2400
0,0,0,0,0,1,0.37031746,925
0,0,1,0,0,0,0.34949034,1600
0,0,0,0,0,0,0.35695702,2600
0,1,0,0,0,0,0.31794178,1100
0,0,0,0,1,0,0.46255118,5900
1,0,0,0,0,0,0.38800865,2400
0,0,1,0,0,0,0.3857143,840
0,0,1,0,0,0,0.412681,2600
0,1,0,0,0,0,0.4857143,1600
0,1,0,0,0,0,0.42069966,1200
0,0,0,0,0,1,0.44583333,1100
0,1,0,0,0,0,0.42896327,997
0,0,0,0,1,0,0.31305763,4900
0,1,0,0,0,0,0.4334623,13000
0,1,0,0,0,0,0.47210717,842
0,1,0,0,0,0,0.36525363,38200
0,1,0,0,0,0,0.39543328,1800
0,0,0,0,0,0,0.43094298,39000
0,0,1,0,0,0,0.41035354,1400
0,0,0,0,0,1,0.47468436,893
0,0,0,1,0,0,0.5,1300
0,1,0,0,0,0,0.488322,2000
0,1,0,0,0,0,0.34047619,954
0,0,1,0,0,0,0.3552696,1600
0,0,0,0,1,0,0.33512396,904
0,0,0,0,0,1,0.51428574,7600
0,0,0,0,0,1,0.31875,1100
0,0,0,0,0,1,0.37255892,2100
0,0,0,0,0,1,0.29129606,1400
0,0,0,0,1,0,0.4,2600
0,0,0,0,0,1,0.38911507,620
0,0,0,0,0,0,0.4662037,5700
0,0,1,0,0,0,0.36818182,12200
0,0,0,0,0,0,0.42768472,3700
0,1,0,0,0,0,0.3861111,1800
0,0,0,0,0,1,0.2534632,679
0,0,0,0,1,0,0.49646276,2200
0,0,0,1,0,0,0.3887261,4800
0,0,0,0,0,1,0.32630855,952
0,0,0,0,0,1,0.3843369,1300
0,0,0,0,0,1,0.33244318,850
0,0,0,0,1,0,0.36835143,11700
0,0,1,0,0,0,0.30555555,1100
1,0,0,0,0,0,0.3301948,1300
0,1,0,0,0,0,0.1683171,1200
0,0,0,0,0,1,0.26666668,1600
0,0,0,0,0,1,0.34047619,2200
0,0,0,0,0,1,0,3000
0,0,0,1,0,0,0.41694164,2200
0,0,1,0,0,0,0.30482092,1200
0,0,0,0,0,1,0.31071427,2600
0,0,0,0,0,1,0.26,3300
0,0,0,0,0,1,0.26054624,931
0,1,0,0,0,0,0.4238681,984
0,0,0,0,0,1,0.37238404,3500
0,0,0,0,0,0,0.39821428,10100
0,1,0,0,0,0,0.30942455,2000
0,1,0,0,0,0,0.27202797,880
0,0,0,0,1,0,0.3580808,1200
0,0,0,0,1,0,0.3899073,4000
0,0,0,1,0,0,0.4467262,4200
0,0,1,0,0,0,0.4482143,9100
0,0,0,0,0,1,0.44517317,3300
0,1,0,0,0,0,0.35633487,1600
0,0,0,1,0,0,0.4034091,1200
0,0,0,0,1,0,0.32381818,2300
0,0,0,0,0,1,0.13636364,4200
0,0,0,0,0,0,0.3503003,1400
0,0,0,0,0,1,0.3084638,2400
0,1,0,0,0,0,0.33852813,1000
0,0,1,0,0,0,0.23068182,1600
0,0,0,0,0,1,0.30619836,2100
0,0,0,0,0,0,0.31150568,2900
0,0,1,0,0,0,0.41284314,1700
0,0,0,0,0,1,0.36458334,2200
0,0,0,0,1,0,0.45188096,1300
0,0,0,0,1,0,0.45744047,4900
0,0,0,0,1,0,0.4375,5300
0,1,0,0,0,0,0.18,1300
0,0,0,0,1,0,0.33095238,3300
0,0,0,0,0,0,0.4625,33600
0,0,1,0,0,0,0.31428573,1200
0,0,0,0,0,1,0.46272045,912
0,0,1,0,0,0,0.43045068,1500
0,0,1,0,0,0,0.29816344,944
0,0,0,0,0,1,0.35059524,677
0,0,0,0,0,0,0.41893938,2400
0,0,0,0,1,0,0.2720644,1400
0,0,0,0,0,0,0.31363636,992
0,0,0,1,0,0,0.4929499,2800
0,0,0,0,1,0,0.44,927
0,0,0,0,0,0,0.5044077,1200
1,0,0,0,0,0,0.5903846,3500
0,0,0,0,0,1,0,6800
0,0,0,0,1,0,0.23441559,8000
0,0,0,0,0,1,0.21663101,1200
0,0,1,0,0,0,0.38736534,3900
0,0,0,0,0,1,0.33175325,14900
0,0,0,0,0,1,0.29689756,840
0,0,0,1,0,0,0.3151515,1100
0,0,0,0,1,0,0.36770833,3900
0,0,0,0,0,0,0.37559524,13800
0,0,0,0,0,1,0.33837536,3500
0,1,0,0,0,0,0.291342,677
0,0,0,0,0,0,0.44204545,2100
0,0,0,0,0,1,0.32333332,3100
0,0,0,0,1,0,0.3572054,1500
0,0,0,0,0,1,0.29959595,768
0,0,1,0,0,0,0.41,1100
0,0,0,0,0,1,0.37094155,1700
0,0,1,0,0,0,0.44210318,639
0,0,0,0,0,1,0.37318182,1100
0,0,0,0,0,1,0.38581648,589
0,0,0,0,1,0,0.428125,2000
0,0,0,0,0,1,0.26842815,1000
0,0,0,0,0,0,0.31467223,2800
0,0,1,0,0,0,0.29755953,1100
0,0,1,0,0,0,0.3969591,1700
0,0,0,0,0,0,0.38527778,1500
0,0,0,0,0,1,0.46473214,842
0,0,1,0,0,0,0.25836778,835
0,0,1,0,0,0,0.375,2100
0,0,0,0,0,1,0.36560374,952
0,0,0,0,1,0,0.3909091,2700
0,1,0,0,0,0,0.46029413,724
0,0,0,0,0,0,0.26818183,1200
0,1,0,0,0,0,0.457041,2600
0,0,1,0,0,0,0.42722222,607
0,0,0,0,0,1,0.32857144,1500
0,0,0,0,0,1,0.45377585,777
0,0,0,0,0,0,0.3200315,1600
0,0,0,0,0,0,0.31851643,2400
0,0,0,0,0,1,0.22916667,1100
0,0,0,0,0,1,0.5,2000
0,0,0,0,0,0,0.3663352,1800
0,0,0,0,0,1,0.41125873,1100
0,0,0,0,0,1,0.29115865,4000
0,0,0,0,0,0,0.43125,4100
0,0,0,0,0,0,0.26666668,6500
0,0,0,0,0,1,0.3073557,1900
0,0,1,0,0,0,0.4613264,15500
0,0,0,1,0,0,0.29662535,4200
0,0,0,0,0,0,0.37655917,1400
1,0,0,0,0,0,0.4486466,2800
0,1,0,0,0,0,0.42701504,1400
0,0,0,0,0,1,0.25135773,1400
0,0,0,0,0,1,0,5200
0,0,0,0,0,1,0.2817254,2900
0,1,0,0,0,0,0.34285715,1100
0,0,0,0,0,1,0.33063972,1400
1,0,0,0,0,0,0.33237812,5900
0,0,0,0,1,0,0.32083333,1700
0,0,0,0,1,0,0.3179816,1100
0,0,0,0,0,0,0.42395833,5400
0,0,0,1,0,0,0.32751578,1100
0,0,0,0,0,1,0,6000
0,0,0,0,1,0,0.5,870
0,0,0,0,1,0,0.36131272,1100
0,0,0,0,0,1,0.35989058,16000
0,0,0,0,0,1,0.26286286,982
0,1,0,0,0,0,0.42118618,788
1,0,0,0,0,0,0.3188704,1100
0,0,0,1,0,0,0.39382285,1000
0,0,0,0,1,0,0.3706349,2700
0,0,1,0,0,0,0.37969777,1200
0,0,0,0,0,0,0.30115864,1000
0,0,0,0,1,0,0.17222223,1700
0,0,0,0,1,0,0.46336618,1200
0,0,0,0,1,0,0.22833334,1800
0,0,0,0,1,0,0.4,2100
0,0,0,0,1,0,0.51111114,1300
0,0,0,0,0,1,0.2979798,609
0,0,0,0,0,1,0,1500
0,0,1,0,0,0,0.46666667,1100
0,0,0,0,1,0,0.36190477,2900
0,1,0,0,0,0,0.4395623,4000
0,0,1,0,0,0,0.40266043,1300
0,1,0,0,0,0,0.30847338,904
0,0,0,0,0,1,0.53333336,947
0,1,0,0,0,0,0.42946428,1300
0,1,0,0,0,0,0.37893218,860
1,0,0,0,0,0,0.47208658,1100
0,0,0,0,0,1,0.3325,629
0,0,0,0,0,1,0.3138593,2100
1,0,0,0,0,0,0.526817,2100
0,0,0,1,0,0,0.33712572,923
0,0,0,0,0,1,0.3351904,2600
0,0,0,0,0,0,0.44727272,2200
0,0,0,1,0,0,0.46712962,2800
0,0,0,0,1,0,0.3659896,1500
0,1,0,0,0,0,0.33780938,713
0,0,0,0,0,1,0.28585857,1000
0,0,1,0,0,0,0.24615385,3200
0,0,0,0,0,1,0.31085858,950
0,0,0,0,0,0,0.39036074,1500
0,0,0,0,0,1,0.2935334,634
0,0,1,0,0,0,0.38333333,2600
0,0,0,0,0,0,0.51872605,11300
0,0,0,0,0,1,0.44145513,3900
0,0,0,0,0,0,0.2747209,4300
0,0,0,0,0,0,0.425,7000
0,0,0,0,0,0,0.31454545,2100
0,0,0,0,0,0,0.55,802
0,0,0,0,1,0,0.45555556,2800
0,0,0,0,0,1,0.31428573,3000
0,0,0,0,0,1,0,1400
0,1,0,0,0,0,0.37150973,1300
0,0,0,0,1,0,0.1978355,910
0,0,0,0,1,0,0.5984849,1100
0,0,0,0,0,0,0.36195472,737
0,1,0,0,0,0,0.51964283,1100
0,0,0,0,0,1,0.23333333,1600
0,1,0,0,0,0,0.35,958
0,0,0,1,0,0,0.34592465,7800
0,0,0,0,0,1,0.27957252,1500
0,0,0,0,0,0,0.37407407,1800
0,1,0,0,0,0,0.34,1100
0,0,1,0,0,0,0.2566234,1000
0,1,0,0,0,0,0.39095077,1300
0,0,1,0,0,0,0.36666667,830
0,0,0,0,1,0,0.36231062,1900
0,0,1,0,0,0,0.33184823,1100
0,0,0,0,0,1,0.258679,8600
0,0,0,1,0,0,0.4257576,5000
0,0,0,0,0,0,0.425,2300
0,0,0,0,0,1,0.36347577,1300
0,0,0,0,0,1,0.2546537,1800
0,0,1,0,0,0,0.39222413,9800
0,0,0,0,0,1,0.29667485,1800
0,0,0,0,0,1,0.2364817,1100
0,0,1,0,0,0,0.3835807,5300
0,0,0,0,0,1,0.36514285,1600
0,0,0,0,0,1,0.27246752,955
0,0,0,0,0,1,0.3857143,3800
0,1,0,0,0,0,0.32344157,10600
0,0,0,0,0,1,0.23394619,881
0,0,0,0,0,1,0.23133117,962
0,0,0,0,0,0,0,10600
0,0,0,0,0,0,0.38445377,986
0,1,0,0,0,0,0.42908162,2800
0,0,0,0,0,1,0.31203318,942
0,1,0,0,0,0,0.3562152,839
0,0,0,0,0,1,0.6,2200
0,0,0,0,0,1,0.32558712,1600
0,0,0,0,0,1,0.2887121,755
0,0,1,0,0,0,0.30622897,1100
0,0,0,0,0,1,0.26998556,1600
0,0,0,0,0,1,0.075,988
0,1,0,0,0,0,0.3399449,1200
0,0,0,0,0,1,0.3620321,965
0,0,0,1,0,0,0.3792749,3200
0,0,1,0,0,0,0.33020535,613
0,0,0,0,0,1,0.24796401,972
0,1,0,0,0,0,0.34918973,1100
0,0,0,0,0,1,0.5,57800
0,1,0,0,0,0,0.3329441,1100
0,0,0,0,1,0,0.29057088,901
0,0,0,1,0,0,0.24558789,2100
0,0,0,0,0,1,0.3375,895
0,1,0,0,0,0,0.31137174,836
0,0,0,0,0,1,0.38339162,941
0,0,0,0,0,1,0.4042044,761
0,0,1,0,0,0,0.352684,3500
0,0,0,0,1,0,0.3625,1300
0,1,0,0,0,0,0.34472582,3300
0,1,0,0,0,0,0.17619666,690
0,0,0,0,0,1,0.4200229,1100
0,0,0,0,0,1,0.1876979,3000
0,0,0,0,0,0,0.2525,1600
0,1,0,0,0,0,0.43148148,3400
0,0,0,0,1,0,0.34319207,1400
0,0,0,0,0,0,0.45238096,3600
0,1,0,0,0,0,0.31704545,1300
0,0,0,0,0,1,0.26204544,49800
0,0,0,0,0,1,0.3698052,933
0,0,0,0,0,1,0.2952381,932
0,0,1,0,0,0,0.31881315,1200
0,0,0,0,0,0,0.53125,1200
0,0,0,0,0,0,0.42648485,3600
0,0,0,1,0,0,0.3220238,725
0,0,1,0,0,0,0.38787878,4900
0,0,0,0,0,1,0.1465909,1400
0,0,0,1,0,0,0.28180555,1100
0,0,1,0,0,0,0.3119045,1400
0,0,0,0,0,0,0.2586466,14900
0,0,1,0,0,0,0.3436553,1100
0,0,0,0,0,1,0.21231061,837
0,0,0,0,0,1,0.37560606,962
1,0,0,0,0,0,0.29642856,2300
0,0,0,0,0,0,0.35714287,1500
0,0,0,0,0,1,0.24411689,653
1,0,0,0,0,0,0.38247767,3600
0,0,0,0,0,0,0.3570055,6500
0,1,0,0,0,0,0.4151515,4400
0,0,0,0,1,0,0.2813447,2800
0,1,0,0,0,0,0.3232143,817
0,0,0,0,1,0,0,1700
0,0,0,0,1,0,0.37592822,5000
0,0,0,0,1,0,0.33120313,1700
0,0,0,0,0,1,0.55333334,913
