data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,avg_negative_polarity,shares
0,0,0,0,0,1,-0.13125,1300
0,0,0,0,1,0,-0.18541667,2800
0,0,0,0,1,0,-0.15625,8400
0,1,0,0,0,0,-0.3335979,7600
1,0,0,0,0,0,-0.22380953,1200
0,0,1,0,0,0,-0.22853535,1900
0,0,0,0,1,0,-0.3117284,873
0,0,1,0,0,0,-0.2,1300
0,0,0,0,0,0,-0.30659723,4700
0,0,1,0,0,0,-0.65,2900
0,0,0,0,0,0,-0.375,47100
0,1,0,0,0,0,-0.7,1400
0,0,0,0,0,1,-0.2809524,807
0,0,0,0,0,1,-0.27546296,1100
0,1,0,0,0,0,-0.25128204,1200
0,0,0,0,0,1,-0.59375,942
0,0,0,0,1,0,-0.2611111,1100
0,0,0,0,1,0,-0.30535713,3700
0,1,0,0,0,0,-0.28015873,1400
0,0,0,0,1,0,-0.38518518,2400
0,0,0,1,0,0,-0.25099206,1600
0,1,0,0,0,0,-0.39886364,602
0,1,0,0,0,0,-0.32558244,1100
0,0,0,0,1,0,-0.25,1200
0,1,0,0,0,0,-0.21853518,575
0,1,0,0,0,0,0,395
0,0,0,0,0,0,-0.2554945,6500
0,1,0,0,0,0,-0.46,1100
1,0,0,0,0,0,-0.15208334,1300
0,1,0,0,0,0,-0.375,671
0,1,0,0,0,0,-0.36666667,937
0,0,0,0,1,0,-0.26145282,4000
0,0,0,0,1,0,0,1500
0,0,0,0,1,0,-0.16666667,2200
0,0,0,0,0,1,-0.13935184,2300
0,0,0,0,0,0,-0.38541666,2300
0,0,1,0,0,0,-0.175,858
0,0,0,0,0,1,-0.30833334,4500
0,0,0,0,0,1,-0.24114583,1500
0,0,0,0,0,1,-0.28077957,1200
0,0,0,0,1,0,-0.15138888,935
0,0,0,0,1,0,-0.29305556,2400
0,0,0,0,0,1,-0.31060606,2200
0,1,0,0,0,0,-0.35339507,838
0,0,1,0,0,0,-0.21150793,6500
0,0,1,0,0,0,-0.24618055,2000
0,0,0,0,0,1,-0.2594017,65
0,1,0,0,0,0,-0.2550203,1600
0,0,0,1,0,0,-0.14288194,3400
0,1,0,0,0,0,-0.31501883,945
0,0,0,0,0,1,-0.26458332,2000
0,0,1,0,0,0,-0.17407407,1300
0,0,0,0,0,0,-0.125,2000
0,0,0,0,1,0,-0.28090277,3300
0,1,0,0,0,0,-0.25787038,4800
0,0,0,0,0,1,-0.2975,981
0,0,0,0,1,0,-0.245,3500
0,1,0,0,0,0,0,1200
1,0,0,0,0,0,-0.2022703,4900
0,0,1,0,0,0,-0.16166666,1300
0,0,0,0,0,0,0,1000
0,1,0,0,0,0,-0.15,728
0,0,0,0,0,1,0,13500
0,0,0,0,0,1,-0.4,431
0,0,1,0,0,0,-0.23076923,1800
0,1,0,0,0,0,-0.24895833,1300
0,0,0,0,0,0,-0.40386474,884
0,0,0,0,0,0,-0.38657406,105400
0,1,0,0,0,0,-0.28666666,1100
0,0,0,0,0,1,-0.2093254,1100
0,0,0,0,0,1,-0.29277778,524
0,0,0,1,0,0,-0.3,2000
0,1,0,0,0,0,-0.215,1100
0,1,0,0,0,0,-0.41875,7800
0,0,1,0,0,0,-0.23564816,3700
0,0,0,0,1,0,0,1300
0,0,0,0,0,1,-0.22916667,2100
0,0,1,0,0,0,-0.2,17300
0,0,0,0,0,0,-0.3475,19600
0,0,0,0,0,1,-0.2425,690
0,0,0,0,1,0,-0.2781151,2100
0,0,0,0,0,1,-0.24623016,762
0,1,0,0,0,0,-0.34545454,31400
0,0,0,0,0,0,-0.4027778,1400
0,1,0,0,0,0,-0.25535715,1700
0,0,0,0,0,1,-0.238,1100
0,0,0,0,1,0,-0.2375,1800
0,0,1,0,0,0,-0.19472222,2100
0,1,0,0,0,0,-0.3125,1700
0,0,0,0,0,1,-0.23333333,1200
0,0,1,0,0,0,-0.2611111,1200
0,0,0,0,0,0,-0.24940476,2800
0,1,0,0,0,0,-0.378125,971
0,0,0,0,1,0,-0.13611111,2700
0,0,0,0,0,0,-0.55,1000
0,0,0,0,0,1,-0.19034392,777
0,1,0,0,0,0,-0.28333333,1100
0,1,0,0,0,0,-0.22103658,891
0,0,0,0,1,0,-0.6,882
0,0,0,0,1,0,-0.16666667,1100
0,0,0,0,1,0,-0.15555556,2700
0,0,0,0,1,0,-0.23487654,1500
0,0,0,0,0,1,-0.75,863
0,0,0,0,1,0,-0.12222222,1300
0,0,0,0,0,1,-0.3654762,663
0,1,0,0,0,0,-0.20654762,1300
0,0,0,0,0,1,-0.20446429,1200
0,0,1,0,0,0,-0.23166667,1700
0,1,0,0,0,0,-0.5933333,1100
0,0,0,0,0,0,-0.37333333,3000
0,0,1,0,0,0,-0.33703703,571
0,0,0,0,0,0,-0.30185184,1900
0,0,1,0,0,0,-0.353125,47800
0,0,0,0,0,1,-0.21593137,935
0,1,0,0,0,0,-0.27916667,411
0,0,0,0,0,0,-0.2,3400
0,1,0,0,0,0,-0.4,882
0,0,0,0,1,0,-0.25494793,1600
0,0,0,0,0,1,-0.16309524,1700
0,1,0,0,0,0,-0.24375,509
0,0,0,0,1,0,-0.325,1300
0,0,1,0,0,0,-0.39895833,4500
0,0,0,0,0,0,-0.19074073,23200
0,0,1,0,0,0,-0.2632353,1100
0,1,0,0,0,0,-0.53571427,946
0,0,0,0,1,0,-0.21166667,1500
0,0,0,0,0,1,-0.24125,884
0,0,0,0,1,0,-0.19449405,7000
0,0,0,0,0,1,-0.16236112,1700
0,1,0,0,0,0,-0.16111112,1600
0,0,0,0,0,1,-0.3045139,977
0,0,0,0,1,0,-0.3019608,1400
1,0,0,0,0,0,-0.25779915,173
0,0,1,0,0,0,-0.46666667,1400
0,0,0,0,0,1,-0.22326389,1400
0,0,0,0,0,0,-0.43888888,1700
0,0,0,0,0,1,-0.29666668,736
1,0,0,0,0,0,-0.108333334,1100
0,0,0,0,1,0,0,1700
1,0,0,0,0,0,-0.30666667,8000
0,0,0,0,1,0,-0.26875,3000
0,0,0,0,0,0,-0.36309522,5200
0,0,1,0,0,0,-0.18549107,4700
0,0,0,0,1,0,-0.325,7500
0,0,1,0,0,0,-0.20844017,976
0,0,0,0,0,1,-0.16875,922
0,0,0,0,0,0,-0.36851853,1100
0,0,1,0,0,0,-0.29285714,1500
0,0,0,0,1,0,-0.26083332,945
0,1,0,0,0,0,-0.3060606,1100
0,0,0,0,0,0,-0.4,762
1,0,0,0,0,0,-0.19457673,3100
0,0,0,0,0,1,-0.2962963,2800
1,0,0,0,0,0,-0.25086507,4400
0,0,0,0,0,1,0,39700
0,0,0,0,0,1,-0.22754629,1300
0,1,0,0,0,0,0,1200
0,0,1,0,0,0,-0.173059,1800
0,0,0,0,0,0,-0.40666667,3600
0,0,0,0,0,0,-1,2200
0,0,0,0,0,1,-0.3090909,3800
0,1,0,0,0,0,-0.20172618,1800
0,0,0,1,0,0,-0.17673612,3800
0,0,0,0,0,1,-0.31294444,990
0,1,0,0,0,0,-0.28287038,1400
0,1,0,0,0,0,-0.22037037,802
0,1,0,0,0,0,-0.3,448
0,0,0,0,1,0,-0.27614087,2100
0,0,0,0,1,0,-0.31041667,3700
0,0,0,1,0,0,-0.29375,2300
0,0,0,0,1,0,-0.22870371,5700
0,0,0,0,1,0,-0.05,1400
0,1,0,0,0,0,-0.2627381,732
0,0,0,0,0,1,-0.18695652,1100
0,0,0,0,1,0,-0.20731923,1300
0,0,0,0,0,1,-0.3,774
0,0,0,0,0,1,-0.16919643,642
0,1,0,0,0,0,-0.3891414,718
0,0,0,0,0,0,-0.3171875,29900
1,0,0,0,0,0,-0.24033816,5700
0,0,1,0,0,0,-0.253125,1400
0,0,1,0,0,0,-0.21818182,5700
0,0,0,0,0,1,-0.375,6800
0,1,0,0,0,0,-0.19603175,863
0,0,0,0,0,0,-0.36944443,836
0,1,0,0,0,0,-0.50064105,732
0,0,0,1,0,0,-0.2,3300
0,0,0,0,0,1,-0.25958782,491
0,1,0,0,0,0,-0.28617424,3000
0,0,0,0,0,1,-0.23132716,972
0,1,0,0,0,0,-0.26632652,757
0,0,0,0,0,0,-0.35555556,5100
0,0,0,0,0,1,-0.32843253,2400
1,0,0,0,0,0,-0.35583332,1300
0,0,0,0,0,1,-0.24715278,1100
0,0,0,0,0,1,-0.22314815,1500
0,0,0,0,1,0,-0.125,701
0,0,0,0,1,0,-0.286769,1300
0,0,0,1,0,0,-0.125,1400
0,0,0,1,0,0,-0.22708334,8900
0,0,0,0,1,0,-0.28231293,976
0,0,1,0,0,0,-0.2625,15800
0,0,0,0,0,1,-0.44285715,731
0,1,0,0,0,0,-0.5,403
0,0,1,0,0,0,-0.384375,1300
0,1,0,0,0,0,-0.34277147,1600
0,1,0,0,0,0,-0.22682121,901
0,0,0,1,0,0,0,1800
0,0,1,0,0,0,-0.2954762,1500
0,0,1,0,0,0,-0.11833333,2300
0,0,1,0,0,0,-0.11388889,2600
0,0,0,0,0,0,-0.5,844
0,0,0,0,0,0,-0.21944444,1300
0,0,0,0,0,1,-0.25026456,1400
0,0,0,1,0,0,-0.38020834,2300
0,1,0,0,0,0,-0.35625,1100
0,0,0,0,0,1,-0.22395833,1200
0,0,0,0,0,0,-0.16666667,4300
0,0,0,0,0,1,-0.3472222,1200
0,0,1,0,0,0,-0.20873016,720
0,0,1,0,0,0,-0.18518518,2100
0,1,0,0,0,0,-0.39583334,1400
0,0,0,1,0,0,0,1300
0,0,0,0,0,1,-0.35572916,750
0,0,0,0,0,1,-0.23055555,592
0,1,0,0,0,0,-0.40709776,817
0,0,1,0,0,0,-0.20238096,1900
0,0,0,0,0,1,-0.19118303,775
0,0,0,0,1,0,-0.18875,1300
0,0,1,0,0,0,-0.43125,1300
0,1,0,0,0,0,-0.30555555,728
0,0,0,0,1,0,-0.25333333,2700
0,0,0,0,0,1,-0.22222222,2100
0,0,0,0,0,1,-0.30490363,1000
0,0,1,0,0,0,-0.375,1500
1,0,0,0,0,0,-0.2329365,1600
0,1,0,0,0,0,-0.24224603,670
0,1,0,0,0,0,-0.3211111,671
0,0,0,0,0,0,-1,4400
0,0,0,0,1,0,-0.27759698,1300
0,1,0,0,0,0,-0.19611111,1900
0,0,1,0,0,0,-0.28101853,5900
0,1,0,0,0,0,-0.38612378,1000
0,0,0,0,0,1,-0.24424604,1000
0,0,0,0,1,0,-0.22051282,1600
0,0,0,0,0,1,-0.17380953,1900
0,0,0,0,0,1,0,736
0,0,0,0,0,1,-0.108333334,882
0,1,0,0,0,0,-0.27625808,1800
1,0,0,0,0,0,-0.18854167,2400
0,0,0,1,0,0,-0.41666666,1300
0,0,0,0,1,0,-0.17591992,835
0,0,0,0,1,0,-0.23333333,9500
0,0,1,0,0,0,-0.48518518,2500
0,0,0,0,1,0,-0.3015873,843
0,1,0,0,0,0,-0.36460203,1500
0,0,0,0,0,1,-0.29166666,801
0,0,0,0,0,0,-0.27164903,889
0,1,0,0,0,0,-0.32770467,1600
0,0,0,0,0,0,0,2600
0,1,0,0,0,0,-0.26785713,1800
0,0,0,0,0,0,-0.23072563,2400
0,0,0,0,1,0,-0.125,2800
0,0,0,0,1,0,-0.23834758,3400
0,0,0,0,0,1,-0.25179738,1100
0,0,0,0,1,0,-0.24916667,3300
0,0,0,0,1,0,-0.23194444,21200
0,0,0,0,0,1,-0.24911617,1600
0,0,1,0,0,0,-0.21951953,6100
0,0,0,0,1,0,-0.21448413,3600
0,0,0,0,0,1,-0.1988248,2600
0,0,0,0,0,0,-0.11666667,3500
0,0,0,0,0,1,-0.42909357,1100
0,0,0,0,0,1,-0.25416666,520
0,0,0,1,0,0,-0.29506174,3600
0,1,0,0,0,0,-0.2927469,1000
0,0,1,0,0,0,-0.3280382,4000
0,0,1,0,0,0,-0.27166668,852
0,1,0,0,0,0,-0.1,931
0,0,0,1,0,0,-0.125,6100
0,0,0,1,0,0,-0.25833333,3100
0,1,0,0,0,0,-0.23873016,909
0,0,0,0,0,0,-0.16988888,1200
0,0,0,0,0,0,-0.49049145,1900
0,0,1,0,0,0,-0.24583334,2100
0,1,0,0,0,0,-0.29328704,1700
0,0,1,0,0,0,-0.1675,2500
0,1,0,0,0,0,-0.3344697,1100
0,0,0,0,0,1,-0.25277779,767
0,0,0,1,0,0,0,7500
0,1,0,0,0,0,-0.245,715
0,0,0,0,1,0,-0.3875,3700
0,0,0,0,0,0,-0.25416666,1500
0,0,0,0,0,1,-0.21736111,1600
0,0,0,0,0,1,-0.34619048,704
0,0,1,0,0,0,-0.5833333,1900
0,1,0,0,0,0,-0.3125,791
0,0,0,0,0,1,-0.17467949,785
0,0,0,0,1,0,-0.30793652,2300
0,0,0,0,1,0,-0.31111112,1700
1,0,0,0,0,0,-0.35333332,1200
0,0,1,0,0,0,-0.38819444,2900
0,0,0,0,0,1,-0.2712963,1400
0,0,0,0,0,0,-0.33888888,809
0,0,0,1,0,0,-0.2525,1600
0,0,0,1,0,0,-0.34642857,1800
0,0,1,0,0,0,-0.29267678,1900
0,0,0,0,0,1,-0.30992064,538
0,0,0,0,1,0,-0.165625,1000
0,0,0,0,0,1,-0.25288463,1200
0,0,0,1,0,0,-0.3472222,1400
0,0,1,0,0,0,-0.3130787,2400
1,0,0,0,0,0,-0.2681713,1900
0,0,0,0,0,1,-0.28968254,776
0,0,0,0,0,0,-0.13333334,659
0,0,0,0,1,0,-0.16666667,1800
0,0,0,0,0,1,-0.18,816
0,1,0,0,0,0,-0.17777778,1200
0,1,0,0,0,0,-0.22,1200
0,0,1,0,0,0,-0.2800926,1700
0,0,0,0,0,0,-0.4,1100
0,1,0,0,0,0,-0.18703704,882
0,0,0,0,1,0,0,1800
0,0,0,0,0,1,-0.24958333,859
0,0,0,0,1,0,-0.1875,2100
0,0,0,0,0,1,-0.3638889,1000
0,1,0,0,0,0,-0.5833333,986
0,0,0,0,1,0,-0.19476496,3800
0,0,0,0,0,1,-0.30277777,988
0,0,0,0,0,1,-0.27819446,911
0,0,0,0,0,1,-0.3006313,785
0,0,0,0,0,0,-0.42939815,1500
0,0,0,0,1,0,-0.1875,1400
0,0,0,0,0,1,-0.5,1100
0,0,0,0,0,1,-0.22013889,985
0,0,0,1,0,0,-0.34095237,2000
0,1,0,0,0,0,-0.3075,1200
0,0,0,1,0,0,0,2500
0,0,0,0,0,1,-0.27638888,1100
0,0,0,0,0,1,-0.40833333,828
0,0,0,0,0,0,-0.53333336,1800
0,0,0,0,1,0,-0.26041666,2200
0,0,0,0,0,1,-0.36710528,874
0,1,0,0,0,0,-0.38532314,1200
0,0,0,0,0,1,-0.23219697,1700
0,0,0,0,1,0,-0.1423611,1600
0,0,1,0,0,0,-0.22333333,1700
0,0,0,0,0,1,0,1700
0,0,0,0,1,0,0,2500
0,0,0,0,0,0,-0.4,2200
0,0,0,0,0,0,-0.2875,8200
1,0,0,0,0,0,-0.2986111,2300
0,0,0,0,0,1,-0.15601853,2600
1,0,0,0,0,0,-0.3117914,1500
0,0,0,0,0,1,-0.19166666,1000
0,0,0,0,0,1,-0.26858974,1200
0,0,1,0,0,0,-0.18333334,3400
0,1,0,0,0,0,-0.2783189,1100
0,0,1,0,0,0,-0.18148148,4000
1,0,0,0,0,0,-0.2809722,27500
0,0,0,0,0,0,-0.37873015,15000
0,0,0,0,0,0,-0.28968254,1700
0,1,0,0,0,0,-0.30833334,1400
0,0,0,0,0,1,-0.32539684,1500
0,1,0,0,0,0,-0.25,773
0,0,0,0,0,1,-0.31898147,816
0,0,0,0,0,1,-0.3107488,1600
0,1,0,0,0,0,-0.3921977,1300
0,0,0,1,0,0,-0.21,3100
0,0,0,1,0,0,-0.37964854,7100
0,0,0,0,1,0,-0.20357142,860
0,0,0,0,0,1,-0.2338889,1500
0,0,1,0,0,0,-0.7,1800
0,0,0,0,1,0,-0.24370155,2500
0,0,0,0,0,0,-0.2655067,4700
0,1,0,0,0,0,-0.1,1500
0,1,0,0,0,0,-0.18888889,1900
0,0,0,0,0,1,-0.3,671
0,0,0,0,0,1,-0.23666666,3500
0,1,0,0,0,0,-0.45,1500
0,1,0,0,0,0,-0.34036213,1300
0,0,0,0,0,1,-0.369161,15200
0,0,0,0,1,0,-0.3175926,1700
0,1,0,0,0,0,-0.27256945,18800
0,0,0,0,0,0,-0.2,2100
0,1,0,0,0,0,-0.3912037,1100
0,0,1,0,0,0,-0.21059524,885
0,0,0,1,0,0,-0.38555557,1100
0,1,0,0,0,0,-0.32115385,1300
0,0,0,0,0,1,-0.3272727,1200
0,0,0,0,0,0,-0.1625,1400
0,0,0,0,0,1,-0.165,855
1,0,0,0,0,0,-0.29351628,2500
0,0,0,0,0,1,-0.38650793,1800
0,1,0,0,0,0,-0.20615384,1400
0,0,0,0,1,0,-0.27385205,1800
0,0,0,0,0,0,-0.26666668,109800
0,0,0,1,0,0,-0.40833333,1200
0,0,0,0,1,0,-0.26646826,1500
0,0,1,0,0,0,-0.36302084,930
0,0,0,0,1,0,-0.16269842,3500
0,0,0,0,0,0,-0.125,969
0,0,0,0,0,1,-0.22713964,1600
0,0,1,0,0,0,-0.21811508,2300
0,0,0,1,0,0,-0.30277777,1900
0,1,0,0,0,0,-0.25811967,645
0,0,1,0,0,0,-0.3912879,1200
0,0,0,0,0,0,-0.4125,1500
0,0,0,0,0,1,-0.18333334,917
0,0,0,0,0,1,-0.39472222,937
1,0,0,0,0,0,-0.31611112,587
0,1,0,0,0,0,-0.30998167,370
0,0,0,1,0,0,-0.23767361,1600
0,0,0,1,0,0,-0.3,1300
0,0,1,0,0,0,-0.2857639,2400
0,0,0,0,0,1,-0.22037037,1600
0,0,1,0,0,0,-0.37142858,3600
0,0,0,0,0,1,0,1300
0,1,0,0,0,0,-0.24772727,571
0,1,0,0,0,0,-0.4722222,556
0,0,0,1,0,0,-0.29903847,6100
0,1,0,0,0,0,-0.45,915
0,0,0,0,0,1,-0.18181819,1100
0,0,0,0,0,1,-0.27171716,1600
0,1,0,0,0,0,-0.22160494,828
0,0,0,0,0,1,-0.16111112,732
0,0,0,0,0,1,-0.35416666,470
0,0,1,0,0,0,0,2100
0,0,0,0,0,0,-0.1875,1900
0,0,0,0,1,0,-0.18541667,1900
0,0,0,0,0,0,-0.26180556,24800
0,0,1,0,0,0,-0.2125,1200
0,0,0,0,0,0,0,1300
0,0,0,0,0,1,-0.1550505,481
0,0,0,0,0,1,-0.22847222,994
0,1,0,0,0,0,0,830
0,0,0,0,1,0,-0.2225,593
0,0,1,0,0,0,-0.31742424,3500
1,0,0,0,0,0,-0.375,3600
0,0,0,0,0,1,-0.2,1000
0,0,0,0,0,1,-0.1375,3100
0,1,0,0,0,0,-0.3003788,1100
0,1,0,0,0,0,-0.3986111,7500
0,0,0,0,0,1,-0.14358975,1400
0,0,0,1,0,0,-0.21897894,2300
0,0,0,0,1,0,-0.25788692,2900
0,1,0,0,0,0,-0.36004272,2300
0,0,0,0,0,0,-0.38498062,1400
0,1,0,0,0,0,-0.31944445,788
0,0,1,0,0,0,-0.13958333,1500
0,0,0,0,0,1,-0.26938775,859
0,0,0,0,0,1,-0.21607143,1500
0,0,0,0,0,0,-0.32083333,7700
0,0,0,0,0,1,-0.22698136,1100
0,1,0,0,0,0,-0.4962963,1100
0,0,0,0,0,1,-0.2817328,951
0,0,1,0,0,0,-0.27800927,903
0,0,0,0,0,1,-0.25277779,783
0,0,0,0,0,1,-0.19479166,1500
0,0,1,0,0,0,-0.109375,3300
0,0,0,0,0,1,-0.3,1600
0,0,0,0,1,0,-0.30410054,2800
0,1,0,0,0,0,-0.23092593,1800
0,0,0,0,0,1,-0.22094907,2800
0,1,0,0,0,0,-0.2610185,1100
0,1,0,0,0,0,-0.27833334,4900
0,0,1,0,0,0,-0.22948718,2100
1,0,0,0,0,0,0,3800
0,0,0,0,1,0,-0.23333333,4600
0,0,0,0,0,1,-0.19444445,20700
0,0,0,0,1,0,-0.22481398,22800
0,0,1,0,0,0,-0.45326087,3200
0,1,0,0,0,0,-0.325,848
0,0,1,0,0,0,-0.21363248,1200
0,0,0,0,1,0,-0.21869658,2500
0,1,0,0,0,0,-0.32864773,713
0,0,0,0,1,0,-0.1875,1600
0,0,0,0,1,0,-0.25,1200
0,0,0,0,0,1,-0.253125,1000
0,0,0,0,0,1,-0.15208334,859
0,1,0,0,0,0,-0.14944445,2700
0,0,0,0,1,0,-0.37333333,755
0,0,0,1,0,0,-0.38944444,4100
0,0,1,0,0,0,-0.22166666,643
0,0,0,0,0,1,-0.5,945
0,1,0,0,0,0,-0.3746377,680
0,1,0,0,0,0,-0.59375,1100
0,0,0,0,1,0,-0.175,1800
0,0,0,0,0,1,-0.2962963,1400
0,0,0,0,1,0,-0.14285715,989
0,0,0,0,0,1,-0.3,693
0,0,0,0,0,0,-0.43333334,2600
0,0,0,0,0,0,-0.29791668,4000
0,0,0,0,0,1,-0.2685185,1700
0,0,0,0,1,0,-0.3,6900
0,0,1,0,0,0,-0.20476191,851
0,0,0,0,1,0,-0.35238096,10500
0,0,1,0,0,0,-0.23194444,707
0,0,1,0,0,0,-0.13333334,1000
0,0,1,0,0,0,-0.14074074,759
0,0,0,0,1,0,-0.22666667,3300
0,0,0,0,1,0,-0.23950617,1600
0,0,0,0,0,1,-0.28125,1200
1,0,0,0,0,0,-0.16666667,1400
0,0,0,0,1,0,-0.12857144,2100
0,0,0,0,1,0,-0.2,2400
0,0,0,0,0,1,-0.20277777,864
0,0,0,0,0,1,-0.45539215,2100
0,1,0,0,0,0,-0.25625,3900
0,0,0,0,1,0,-0.31416667,596
0,0,1,0,0,0,-0.05,1500
0,0,0,1,0,0,-0.2793651,2200
0,0,1,0,0,0,-0.32410714,1200
0,0,0,0,1,0,-0.39333335,1600
0,1,0,0,0,0,-0.48916668,574
0,0,0,0,0,1,-0.17416666,821
0,0,1,0,0,0,-0.27199075,2000
0,0,0,0,0,0,-0.35,2200
0,0,0,0,0,0,-0.20378788,26700
0,0,0,0,0,1,-0.2453597,3100
0,1,0,0,0,0,-0.34652779,1800
0,0,0,0,1,0,-0.24786101,5400
1,0,0,0,0,0,-0.15625,1600
0,0,0,0,1,0,-0.26666668,787
0,0,0,0,0,1,-0.29833335,844
0,0,0,1,0,0,-0.16666667,2800
0,0,1,0,0,0,-0.2625,625
0,0,0,0,0,1,-0.1,941
0,0,0,0,0,0,-0.2,39300
1,0,0,0,0,0,-0.31785715,3200
0,0,0,0,1,0,0,3900
1,0,0,0,0,0,-0.16771978,1700
0,0,0,0,0,1,-0.2931217,911
0,0,1,0,0,0,-0.16111112,3500
0,0,1,0,0,0,-0.1625,1100
0,0,0,0,0,1,-0.23958333,1100
0,0,0,0,0,1,-0.273366,3800
0,0,0,0,0,0,-0.1388889,765
0,0,0,0,0,1,-0.2037037,1400
0,0,0,0,1,0,-0.36160713,1300
0,0,1,0,0,0,-0.29131943,3800
0,1,0,0,0,0,-0.29753968,1000
0,1,0,0,0,0,-0.19904763,850
0,1,0,0,0,0,-0.36185896,1300
0,0,0,0,0,1,-0.26003486,2000
0,0,0,0,1,0,-0.12767857,3800
0,1,0,0,0,0,-0.3110119,1300
0,0,0,0,0,0,0,573
0,0,1,0,0,0,-0.14333333,2600
0,0,0,0,0,0,-0.35,7700
0,1,0,0,0,0,-0.25428572,2500
0,0,0,0,1,0,-0.4,870
0,0,0,0,0,1,-0.3115546,1000
0,0,0,0,0,0,-0.2952381,5000
0,0,0,0,1,0,-0.30166668,2000
0,0,0,0,1,0,-0.2556818,1500
0,1,0,0,0,0,-0.31083333,1100
0,0,0,0,0,1,-0.42166668,1400
0,1,0,0,0,0,-0.43333334,4300
0,0,0,0,0,0,-0.3435606,3300
0,0,0,0,0,1,-0.27700397,2600
0,1,0,0,0,0,-0.25,6000
0,1,0,0,0,0,-0.36666667,1100
0,0,0,0,0,1,-0.30816993,928
0,0,1,0,0,0,-0.20648149,1700
0,0,0,0,0,1,-0.31925926,2000
0,0,0,0,0,1,-0.2591146,1200
0,0,0,0,0,1,-0.17398149,1900
0,0,0,0,1,0,-0.24657509,1800
0,0,1,0,0,0,-0.29989135,4900
0,1,0,0,0,0,-0.4349359,1200
0,0,0,0,0,1,-0.33333334,7000
0,0,0,0,0,1,-0.38522726,1300
0,0,0,0,1,0,-0.19791667,3100
0,0,0,0,0,1,-0.30393517,2000
0,0,0,0,1,0,-0.20277777,3600
0,0,0,1,0,0,-0.2546875,1600
0,0,0,0,0,1,-0.32696077,713
0,0,0,0,0,1,0,1100
0,0,0,0,1,0,-0.15416667,1800
0,0,0,0,1,0,-0.33065477,1800
0,0,1,0,0,0,-0.125,934
0,0,1,0,0,0,-0.31043366,821
0,0,0,1,0,0,-0.28287038,1300
0,0,0,0,0,1,-0.16805555,2300
0,0,0,0,0,1,-0.21736111,1500
0,1,0,0,0,0,-0.35555556,731
0,0,0,0,0,1,-0.2447039,877
0,0,1,0,0,0,-0.32030812,2800
0,0,0,0,0,1,-0.2948718,639
0,0,1,0,0,0,-0.23841126,2300
0,1,0,0,0,0,0,797
0,0,0,0,0,1,-0.28506944,936
0,0,0,0,0,1,-0.34444445,1000
0,0,0,0,0,1,-0.2474359,1300
0,0,0,0,1,0,-0.15555556,2200
0,0,0,0,0,1,-0.27745727,1000
0,0,0,0,0,1,-0.20513889,1900
0,1,0,0,0,0,-0.32718253,1300
0,0,0,0,0,1,-0.163125,826
0,0,0,0,1,0,-0.22095959,3300
0,0,0,0,0,0,-0.029166667,1200
1,0,0,0,0,0,-0.34861112,6200
0,0,0,1,0,0,-0.35119048,4000
0,0,0,0,0,1,-0.3078125,1300
0,0,0,0,1,0,-0.3137755,1200
1,0,0,0,0,0,-0.44074073,782
0,0,0,1,0,0,-0.17666666,1300
0,0,0,0,0,1,-0.31050348,1100
1,0,0,0,0,0,-0.2625,1700
0,0,0,0,0,1,-0.39783952,1700
0,0,0,0,1,0,-0.30069444,3900
0,0,1,0,0,0,-0.1,1400
0,1,0,0,0,0,-0.2324074,2300
0,0,0,0,0,1,-0.16,1800
0,0,0,0,0,1,-0.22416458,1200
1,0,0,0,0,0,-0.2,1600
0,1,0,0,0,0,-0.15,6200
0,0,1,0,0,0,-0.31798247,1100
0,0,0,0,0,1,-0.45,1600
0,0,0,0,0,0,-0.22166666,1000
0,0,0,0,0,1,-0.43541667,1200
0,0,1,0,0,0,-0.18483797,1500
0,1,0,0,0,0,-0.35,3900
0,0,0,0,0,1,-0.36481482,20000
0,0,0,0,0,0,-0.525,7400
0,1,0,0,0,0,-0.071428575,4500
0,1,0,0,0,0,-0.38333333,949
0,0,0,0,0,1,-0.4046875,12100
0,1,0,0,0,0,-0.5,2800
0,0,0,0,0,1,-0.2308642,743
0,1,0,0,0,0,-0.325,806
0,1,0,0,0,0,0,751
0,1,0,0,0,0,-0.36903596,1400
0,1,0,0,0,0,-0.34746826,1200
0,0,0,0,0,1,-0.18469387,984
0,0,0,0,1,0,-0.20083334,6000
0,0,0,1,0,0,-0.22103174,1500
0,0,0,0,0,1,-0.18757716,1100
0,0,0,0,0,1,-0.205,3100
0,1,0,0,0,0,-0.40357143,2200
0,1,0,0,0,0,-0.21111111,6100
0,0,1,0,0,0,-0.14246032,1100
0,0,0,0,0,0,0,1100
0,0,0,0,0,0,-0.37916666,5200
0,0,1,0,0,0,-0.39583334,2800
0,1,0,0,0,0,-0.17840908,970
0,1,0,0,0,0,0,643
0,0,0,0,0,1,-0.38333333,688
0,0,0,0,0,1,-0.13863637,1700
0,0,0,0,0,0,-0.28333333,1300
0,0,1,0,0,0,-0.28,971
0,1,0,0,0,0,-0.1703373,544
0,1,0,0,0,0,-0.19166666,4600
0,0,0,1,0,0,-0.175,1500
0,0,0,0,0,0,-0.30833334,40200
0,0,0,0,0,1,-0.19537038,708
